Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784595544,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784595545,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784595546,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784595547,20,,Aggregated,0.000000,0.000000,2500,2500,2500,2900,2900,2900,2900,2900,2900,2900,2900,5,0,2500,2425.571485166438,2053.9087780052796,2858.2700128899887,0.0
1784595548,20,,Aggregated,0.000000,0.000000,2500,2500,2900,2900,3000,3000,3000,3000,3000,3000,3000,6,0,2500,2524.7658156440593,2053.9087780052796,3020.7374680321664,0.0
1784595549,20,,Aggregated,1.333333,0.000000,2900,3000,4500,4500,4800,4800,4800,4800,4800,4800,4800,8,0,2500,3051.8618687347043,2053.9087780052796,4768.7406750628725,0.0
1784595550,20,,Aggregated,1.333333,0.000000,2900,3000,4500,4500,4800,4800,4800,4800,4800,4800,4800,8,0,2500,3051.8618687347043,2053.9087780052796,4768.7406750628725,0.0
1784595551,20,,Aggregated,1.400000,0.000000,6800,6800,6800,6800,6800,6900,6900,6900,6900,6900,6900,20,0,6700,5281.298127444461,2053.9087780052796,6856.268755043857,0.0
1784595552,20,,Aggregated,1.400000,0.000000,6800,6800,6800,6800,6800,6900,6900,6900,6900,6900,6900,20,0,6700,5281.298127444461,2053.9087780052796,6856.268755043857,0.0
1784595553,20,,Aggregated,1.333333,0.000000,6700,6800,6800,6800,6800,6800,6900,6900,6900,6900,6900,21,0,6700,5202.635305423644,2053.9087780052796,6856.268755043857,0.0
1784595554,20,,Aggregated,1.142857,0.000000,6700,6800,6800,6800,6800,6800,6900,6900,6900,6900,6900,22,0,6700,5171.316985310775,2053.9087780052796,6856.268755043857,0.0
1784595555,20,,Aggregated,2.333333,0.000000,6700,6800,6800,6800,6800,6800,6900,6900,6900,6900,6900,23,0,6700,5159.056025774866,2053.9087780052796,6856.268755043857,0.0
1784595556,20,,Aggregated,2.333333,0.000000,6700,6800,6800,6800,6800,6800,6900,6900,6900,6900,6900,23,0,6700,5159.056025774866,2053.9087780052796,6856.268755043857,0.0
1784595557,20,,Aggregated,2.200000,0.000000,6700,6800,6800,6800,6900,7700,8000,8000,8000,8000,8000,26,0,6700,5357.851743608569,2053.9087780052796,7995.946635026485,0.0
1784595558,20,,Aggregated,2.300000,0.000000,6700,6800,6800,6800,6900,7700,8000,8000,8000,8000,8000,28,0,4900,5291.811942102088,2053.9087780052796,7995.946635026485,0.0
1784595559,20,,Aggregated,2.100000,0.000000,6700,6800,6800,6800,7400,7700,8000,8000,8000,8000,8000,31,0,6700,5421.621473900403,2053.9087780052796,7995.946635026485,0.0
1784595560,20,,Aggregated,2.100000,0.000000,6700,6800,6800,6800,7600,7800,8000,8000,8000,8000,8000,32,0,6700,5495.308294684946,2053.9087780052796,7995.946635026485,0.0
1784595561,20,,Aggregated,2.300000,0.000000,6700,6800,6800,6900,7700,8000,8300,8300,8300,8300,8300,34,0,6700,5580.927409026224,2053.9087780052796,8256.793274078518,0.0
1784595562,20,,Aggregated,2.300000,0.000000,6800,6800,6900,7600,8300,8300,8300,8300,8300,8300,8300,38,0,6700,5785.656900001126,2053.9087780052796,8338.951806072146,0.0
1784595563,20,,Aggregated,2.300000,0.000000,6800,6800,7600,7800,8300,8300,8300,8300,8300,8300,8300,40,0,6800,5911.880075879162,2053.9087780052796,8338.951806072146,0.0
1784595564,20,,Aggregated,2.500000,0.000000,6800,6800,7700,8000,8300,8300,8700,8700,8700,8700,8700,42,0,6800,6040.8213140520575,2053.9087780052796,8659.183442010544,0.0
1784595565,20,,Aggregated,2.500000,0.000000,6800,6800,7700,8000,8300,8300,8700,8700,8700,8700,8700,42,0,6800,6040.8213140520575,2053.9087780052796,8659.183442010544,0.0
1784595566,20,,Aggregated,1.900000,0.000000,6800,6800,7700,8000,8300,8300,8700,8700,8700,8700,8700,44,0,6800,6038.133263050854,2053.9087780052796,8659.183442010544,0.0
1784595567,20,,Aggregated,1.900000,0.000000,6800,6800,7700,8000,8300,8300,8700,8700,8700,8700,8700,44,0,6800,6038.133263050854,2053.9087780052796,8659.183442010544,0.0
1784595568,20,,Aggregated,2.100000,0.000000,6800,6800,7700,8000,8300,8600,8700,8700,8700,8700,8700,46,0,6800,6062.017476983348,2053.9087780052796,8659.183442010544,0.0
1784595569,20,,Aggregated,1.900000,0.000000,6800,7600,7900,8100,8300,8600,8600,8700,8700,8700,8700,52,0,6800,6202.684058465261,2053.9087780052796,8659.183442010544,0.0
1784595570,20,,Aggregated,1.900000,0.000000,6800,7600,7800,8000,8300,8600,8600,8700,8700,8700,8700,56,0,6800,6249.300598788458,2053.9087780052796,8659.183442010544,0.0
1784595571,20,,Aggregated,1.800000,0.000000,6800,7600,7800,8000,8300,8600,8600,8700,8700,8700,8700,57,0,6800,6271.422093511526,2053.9087780052796,8659.183442010544,0.0
1784595572,20,,Aggregated,2.500000,0.000000,6800,7500,7800,7900,8300,8300,8600,8700,8700,8700,8700,62,0,6800,6305.394085809483,2053.9087780052796,8659.183442010544,0.0
1784595573,20,,Aggregated,2.500000,0.000000,6800,7500,7800,7900,8300,8300,8600,8700,8700,8700,8700,63,0,6800,6319.036452352838,2053.9087780052796,8659.183442010544,0.0
1784595574,20,,Aggregated,2.400000,0.000000,6800,7500,7700,7900,8300,8300,8600,8700,8700,8700,8700,65,0,6800,6235.710892865721,2053.9087780052796,8659.183442010544,0.0
1784595575,20,,Aggregated,2.300000,0.000000,6800,7400,7700,7800,8300,8300,8600,8700,8700,8700,8700,68,0,6800,6112.478727858294,2053.9087780052796,8659.183442010544,0.0
1784595576,20,,Aggregated,2.300000,0.000000,6800,7400,7600,7800,8300,8300,8600,8700,8700,8700,8700,72,0,6800,6075.909935044668,2053.9087780052796,8659.183442010544,0.0
1784595577,20,,Aggregated,2.400000,0.000000,6800,7400,7600,7800,8300,8300,8600,8700,8700,8700,8700,73,0,6800,6092.821675371889,2053.9087780052796,8659.183442010544,0.0
1784595578,20,,Aggregated,2.400000,0.000000,6800,7300,7600,7800,8300,8300,8600,8700,8700,8700,8700,74,0,6800,6099.9089186237115,2053.9087780052796,8659.183442010544,0.0
